subjek,final_text,label,status,confidence
manual_labeler,"kalau saya malah suka bagian ini. Memang tidak selalu saya tonton, tapi untuk mobil yang ingin saya beli pasti saya cek detail speedometernya di video om B",positif,manual,1.0
manual_labeler,"Bang gk ad trnmisi mnualnya,",netral,manual,1.0
manual_labeler,selama pendapatan ikut nambah sih gak masalah,netral,manual,1.0
manual_labeler,"Empuk,enak buat bawa tamu",positif,manual,1.0
manual_labeler,"@HAEMEN4  ngapain beli toyota bro, mending beli raize",negatif,manual,1.0
manual_labeler,City… nyamannn,negatif,manual,1.0
manual_labeler,belakangnya bagus... depannya ga banget.. gua rasa akan lebih bagus klo posisi lampu depan di hilangkan.. lampunya pindah ke GARIS melintang yg nempel logo itu ( kayak mobil listrik ) pasti lebih bagus.  gua udah coba hapus posisi lampu depan pake photoshop dna bikin garis melintang itu lampu LED jadinya KEREN kayak mobil pininfarina,positif,manual,1.0
manual_labeler,Lekukan nya manis bgt,positif,manual,1.0
manual_labeler,"Warna hitam itu warna nomber one buat saya,   sk dng mode vios ini",positif,manual,1.0
manual_labeler,ganteng banget,positif,manual,1.0
manual_labeler,Cek harga & Pajak tahunan nya,netral,manual,1.0
manual_labeler,"@xtmilo23  😊 yg lebih lega Wuling, sesuaikan kebutuhan .",negatif,manual,1.0
manual_labeler,Aku pilih Vios sih kalo dari Desain,positif,manual,1.0
manual_labeler,Toyota vios g tss,netral,manual,1.0
manual_labeler,"Klw di tanya mobil mu apa, vios, pasti di bilang mobil taxi ya, hehe😂",netral,manual,1.0
manual_labeler,Cakep banget ni mobil jadi pengen beli tapi belum ada uang 😁,positif,manual,1.0
manual_labeler,"Wih mantap toyota, vios makin keren",positif,manual,1.0
manual_labeler,"Jadi mikir, apakah akan ada vios gr?",netral,manual,1.0
manual_labeler,"cakep ya, tp sedikit di jalan",positif,manual,1.0
manual_labeler,ya tuhan pantes ayah aku ngomong terus terusan pengen mobil vios ternyata mobil nya emamg se bagus itu simpel ganteng mobil nya gak berlebihan❤,positif,manual,1.0
manual_labeler,"klo design gw lebih suka design nya ini sih dibanding city, aksen2 ny sporty bgt",positif,manual,1.0
manual_labeler,Ini baru Toyota Vios Semoga tidak jadi taksi lagi,positif,manual,1.0
manual_labeler,cakep bgt sih menurut saya 😂,positif,manual,1.0
manual_labeler,Wah-wah ternyata harga Vios termahal dengan segudang fitur masih lebih murah dari Honda City lho.,positif,manual,1.0
manual_labeler,Asslamualaikum warohmautullah hi wabarokatuh,netral,manual,1.0
manual_labeler,"@weeeklyindonesia0630 mungkin ngk kepake buat bbrp orang. cuman kn klo ada, bagus aja. tombol2 ny lengkap. enak dilihat",positif,manual,1.0
manual_labeler,"Mending beli vios baru atau Pajero Sport Dakar 2016/2017 second  ? 
Secara harga mirip""",netral,manual,1.0
manual_labeler,kayak Avanza baru versi sedannya.,negatif,manual,1.0
manual_labeler,@boy_92  mantab bos kl gt 👍,positif,manual,1.0
manual_labeler,The real Daihatsu Classy,negatif,manual,1.0
manual_labeler,"Sayang banget ga TNGA, tapi okelah bisa jadi whislist 2023.",negatif,manual,1.0
manual_labeler,"Belum 100% lengkap sih, minus front defogger aja. Tapi masih lebih baik daripada Veloz yg gaada arah semburan AC sama sekali.",negatif,manual,1.0
manual_labeler,lebih enak di liat MG 5 GT,negatif,manual,1.0
manual_labeler,Tetep aja males klo namanya masih vios,negatif,manual,1.0
manual_labeler,Ini sama hrv bgus mana,netral,manual,1.0
manual_labeler,Tampang depannya aneh,negatif,manual,1.0
manual_labeler,"​ @Azhariputra666  yaelah kaum mendang mending. Punya duit mending ambil camry lah, masa beli toyota, uda pasaran.",negatif,manual,1.0
manual_labeler,Awesome,positif,manual,1.0
manual_labeler,"Emang sekarang rata-rata mobil sekarang bakal pake fitur safety sensenya. Dan kalau chip semi konduktornya udah aman, kemungkinan fitur ini bakalan jadi fitur standarnya di semua varian mobil",netral,manual,1.0
manual_labeler,"Cakep interiornya dan modern juga, kalau yang di Thailand itu bahan kulit doortrim dan dashboard berwarna merah jadi ngingetin Mazda 3 Hatchback. Oh iya, TSS sekarang sepaket dengan 6 airbagnya bukan hanya sekedar radar-radar.",positif,manual,1.0
manual_labeler,Adaptive Cruise control apa sudah low speed follow,netral,manual,1.0
manual_labeler,Avanza versi sedan,negatif,manual,1.0
manual_labeler,Seat belt nya jd gk bisa naik turun lagi y 😂😂😂,negatif,manual,1.0
manual_labeler,"""Jok belakang tidak bisa dilipat lagi? 
Buset... downgrade gitu?",negatif,manual,1.0
manual_labeler,Ini baru Daihatsu Classy,negatif,manual,1.0
manual_labeler,Min brp pajak pertahun nya min,netral,manual,1.0
manual_labeler,Mirip2 Audi A6 jadul eksteriornya … 😂😂😂,negatif,manual,1.0
manual_labeler,"Vios yang ini keliatan beda... kaya BMW, bukan kayak Vios lagi..",negatif,manual,1.0
manual_labeler,Keren,positif,manual,1.0
manual_labeler,Vios masa.kini semakin cakep,positif,manual,1.0
manual_labeler,"""vios sama altis makin ganteng sekarang.

keren emang toyota",positif,manual,1.0
manual_labeler,Nah gitu dong👍🏼,positif,manual,1.0
manual_labeler,"tunggu varian GR nya.. bakal Keren Abizzz, ga kalah sama AGYA GR",positif,manual,1.0
manual_labeler,Cakep bngt Vios yg skg ...,positif,manual,1.0
manual_labeler,Mas kalau mau beli vios baru mungkin bisa ke aku 🙏🏻,positif,manual,1.0
manual_labeler,Gen 3/4 versi vios yang paling sangar 😄,positif,manual,1.0
manual_labeler,Mobil Taksi bisa secanggih ini ?,positif,manual,1.0
manual_labeler,Sudah bukan mobil taksi ☝️😳,positif,manual,1.0
manual_labeler,"Tetap aja ngk ada foglamp, suasana interior, jok dan multi display kurang greget.",negatif,manual,1.0
manual_labeler,Jadi lebih keren macem kya camry,positif,manual,1.0
manual_labeler,Ko keren sih ni mobil....,positif,manual,1.0
manual_labeler,"""sangat disayangkan semua mobil generasi terbaru sudah tidak ada temperature nya lagi, dan hanya mengandalkan sensor menyala merah bila sudah terlanjur overheat.

sungguh inovasi yg salah kaprah.
bagaimanapun juga memiliki temperature dengan jarum sangatlah penting, karena kita bisa waspada sebelum overheat bila jarum naik lebih dr biasanya.

inovasi masa kini yg bikin kecewa!",negatif,manual,1.0
manual_labeler,Diindonesia vios 2022 ga ada ya? Version 4? Kalau dalam video ini version 5,netral,manual,1.0
manual_labeler,vios tiap generasi nya makin ganteng aja apa lagi yg ini jadi terlihat lebih mahal di banding kelas nya,positif,manual,1.0
manual_labeler,Punggung kura kura nya emang mirip MG ya,negatif,manual,1.0
manual_labeler,mantap,positif,manual,1.0
manual_labeler,Sejujurnya desainnya lebih modern. Jujur untuk transmisi masih bagusan Manual,positif,manual,1.0
manual_labeler,"ga lah ini terlalu keren, sekarang taksi pake avanza",positif,manual,1.0
manual_labeler,Vios sekarang gaada type manualnya ya?,netral,manual,1.0
manual_labeler,"waahhh, vios baru!! pas banget lagi cari vios 1 minggu ini.. Bismillah, bisa yookkk",positif,manual,1.0
manual_labeler,Istimewa,positif,manual,1.0
manual_labeler,Vios sdh identik mobil taxi,negatif,manual,1.0
manual_labeler,Ini Toyota Vios kalau logonya diganti Daihatsu langsung berubah nama jadi Daihatsu Classy,negatif,manual,1.0
manual_labeler,"""semoga jadi taksi biar harga jual secondnya murah.. kita"""" suka vios",positif,manual,1.0
manual_labeler,Avanza sedan,negatif,manual,1.0
manual_labeler,Edisi vios paling tjakep,positif,manual,1.0
manual_labeler,Vios gen 1 Dan 2 lebih bertenaga,positif,manual,1.0
manual_labeler,"Bagus banget, tapi gk tau kenapa udah terlanjur jatuh cinta sama honda city.",positif,manual,1.0
manual_labeler,"Pajak udh lebih murah mas... Cuma emg sengaja sama APM nya dimahalin harga sedan, soalnya ga laku sedan jadi sekalinya laku cuannya gede banget",netral,manual,1.0
manual_labeler,Nyimak..,netral,manual,1.0
manual_labeler,"Sayang banget transmisi nya diganti ke CVT, padahal ngarepnya AT 5, bakalan enak bgt pakai padle shift.",negatif,manual,1.0
manual_labeler,Ya memang ini daihatsu classy reborn,negatif,manual,1.0
manual_labeler,@anggia.2573  makasih om,netral,manual,1.0
manual_labeler,"Kalo selera saya, style eksterior nya lebih gagah Vios Gen 3. Untuk yang terbaru Gen 4 eksteriornya terkesan kurang halus  bahannya.  Makanya saya tetap bertahan pake Gen 3.",netral,manual,1.0
manual_labeler,"Yang Non-TSS Ini Hanya Digunakan Saat Pergi-Pulang Kantor, Terutama Bapak-Bapak.",netral,manual,1.0
manual_labeler,ini orang presentasinya bagus,positif,manual,1.0
manual_labeler,"""desain toyota skg lbh bagus. meng""""kotak2"""". agak ke Lexus. 👍",positif,manual,1.0
manual_labeler,mobil irit buat harian santai ya vios,positif,manual,1.0
manual_labeler,Ya Allah semoga bisa kesampaian beli😊,positif,manual,1.0
manual_labeler,Mobil taxi jadi lebih mewah,positif,manual,1.0
manual_labeler,Ga ada foglamp?,negatif,manual,1.0
manual_labeler,Kayanya fog lamp ga ada ya? Padahal sangat bermanfaat membantu cahaya utk melihat objek yang dekat kalo sering jalan malam,negatif,manual,1.0
manual_labeler,"Cakep vios generasi ini. Tidak keliatan mobil sedan ""murah""",positif,manual,1.0
manual_labeler,Walau bukan user vios... Tpi suka kesel kalau ada yg bilang vios mobil taksi...lah mereka kurang jauh aja maennya gk tau kalau alpard & mercy jga mobil taksi...bahkan waktu dlu gw ke thailand lambo jdi taksi,positif,manual,1.0
manual_labeler,Daihatsu Charade Reborn...,negatif,manual,1.0
manual_labeler,Syg bngt kursi ke2 sempit..,negatif,manual,1.0
manual_labeler,Sayang sudah tidak diproduksi di Indonesia lagi,netral,manual,1.0
manual_labeler,boros amat ya 6.5 km/ L?,negatif,manual,1.0
manual_labeler,Lebih tepatnya ini Daihatsu Classy reborn,negatif,manual,1.0
manual_labeler,Harga melambung tinggi,negatif,manual,1.0
manual_labeler,Mantul kali,positif,manual,1.0
manual_labeler,"Ada 1 versi lagi habis versi 3 om, entah itu facelift atau beda versi. Tapi yg jelas mesin udh NR",netral,manual,1.0
manual_labeler,sayang gada manual nya.. 😢,negatif,manual,1.0
manual_labeler,Bagus ini Mobil,positif,manual,1.0
manual_labeler,"Entah kenapa, mobil ini kok terasa over-price. Nunggu sekennya aja, 10 tahun lagi.",negatif,manual,1.0
manual_labeler,lumayan menarik,positif,manual,1.0
manual_labeler,"""Mobilnya keren
https://youtu.be/_MqyS-tMlek",positif,manual,1.0
manual_labeler,mobil ga enak,negatif,manual,1.0
manual_labeler,Makin keren aja ya nyesel gw beli brio,positif,manual,1.0
manual_labeler,Bentuk nya aneh krn toyota pake bahan dari avanza,negatif,manual,1.0
manual_labeler,Daihatsu termahal,negatif,manual,1.0
manual_labeler,"kemaren baru aja liat ini mobil di jalan, liat stop lamp belakang auto suka cakep banget asli",positif,manual,1.0
manual_labeler,Terlalu gelap bang ga bisa lihat,negatif,manual,1.0
manual_labeler,kerenn vios yang terbaru 🥹,positif,manual,1.0
manual_labeler,Lebih ganteng lg klo steer Vios 2018 dipindah ke Vios 2023 ini.,positif,manual,1.0
manual_labeler,ganteng juga ya Vios sekarang,positif,manual,1.0
manual_labeler,"Bagasi sandaran tempat suduk belakang bisa dilipat jadi bagasi lebih luas,mohon pahami.",positif,manual,1.0
manual_labeler,Enak mana dengan honda city,netral,manual,1.0
manual_labeler,Vios Heatback  lebih keren...,positif,manual,1.0
manual_labeler,"Wah keren si Vios yg terbaru 2022,udh mewah,fitur pun lengkap.jdi kepingin punya😍😁",positif,manual,1.0
manual_labeler,bukannya vios ini generasi ke 5 y om? gen 4 ada lg yg mukanya mirip sama ky yaris terakhir,netral,manual,1.0
manual_labeler,Harga brapa mang?,netral,manual,1.0
manual_labeler,aslinya udh keren tpi klo di modif dkit lagi pasti jdi lebih keren👍,positif,manual,1.0
manual_labeler,Ya Allah semoga bisa punya😊😊,positif,manual,1.0
manual_labeler,"""Sebenarnya fitur nya bagus, dan ga keliatan DNGA banget (I speak to you TAM about arah semburan AC)

Sayangnya, skema pajak sesuai emisi yang bikin sedan harusnya jadi lebih murah, malah sama aja

Apa karena takut positioning sama mobil kacang goreng terganggu ya? 🫠",positif,manual,1.0
manual_labeler,Keren dan ini,positif,manual,1.0
manual_labeler,keren banget sih ini. suka design2 toyota,positif,manual,1.0
manual_labeler,Vios!!,positif,manual,1.0
manual_labeler,Banyak downgrade nya ini dari sebelumnya,negatif,manual,1.0
manual_labeler,Mirip banget Camry,negatif,manual,1.0
manual_labeler,bused podclamp depan ya mirip lexus/audi R8,negatif,manual,1.0
manual_labeler,keren deh..,positif,manual,1.0
manual_labeler,Udah discontinue 🥲,negatif,manual,1.0
manual_labeler,Wihh keren keren vios 2023 tapi tetep fun GE8 😁,positif,manual,1.0
manual_labeler,Cek Harga & pajak tahunan nya,negatif,manual,1.0
manual_labeler,Mahal juga ya,negatif,manual,1.0
manual_labeler,Asli keren bgt Vios yg ini 👍👍....city sedan kalah 😀😀,positif,manual,1.0
manual_labeler,Jauh lebih keren city HB. Ini agak kayak kebapack bapack,negatif,manual,1.0
manual_labeler,"Aku minat bnget malaah kak, cuma belum ada uang aja 😅",positif,manual,1.0
manual_labeler,Mantap bikin sya ganti mobil nih boss...tp danaku blm lngkap bosss,positif,manual,1.0
manual_labeler,Mantapppp,positif,manual,1.0
manual_labeler,"Lebih kayak Raize di jadiin sedan, kokpitnya hampir identik 😂😂",negatif,manual,1.0
manual_labeler,Ini sagat bagus tapih kadang harganya kemahalan,positif,manual,1.0
manual_labeler,Mobil yang dijadikan taksi itu berarti cocok untuk keliling dunia. Bandel mesinnya,positif,manual,1.0
manual_labeler,Vios g 2011 nyimak,netral,manual,1.0
manual_labeler,Mantaaaabb,positif,manual,1.0
manual_labeler,TAXi !,negatif,manual,1.0
manual_labeler,bagus pdhl tapi kok toyota kek gk niat jualan vios yak pdhl bentuk nya bagus,negatif,manual,1.0
manual_labeler,Hihihii..... Kapan nih toyota vios ngeluarin versi TRD sportivo/GR sport? Kayaknya kalau GR sport tuh pasti eksteriornya dikasih side skirt + fog lamp LED,netral,manual,1.0
manual_labeler,"""Hampir beli MG5 GT..
Ternyata lebih aman ambil ini",negatif,manual,1.0
manual_labeler,"""Saya pake vios gen 3 emang bener om parah banget traffic noise nya ganggu. 
Mau nanya ni om, untuk gen 4 ini kalo kita u turn gmna beloknya patah gk ya? Kalau selama ini gen 3 saya pake, u turnnya gk bisa patah dan itu menggangu -_-",netral,manual,1.0
manual_labeler,"tapi vios baru rada sempit , masih lebih lega city",negatif,manual,1.0
manual_labeler,Cocok untuk anak kecil sahaja duduk di belakang.,negatif,manual,1.0
manual_labeler,ada yg versi manual nya ga min?,netral,manual,1.0
manual_labeler,300jtan mending Honda City ngga sih om 😁,negatif,manual,1.0
manual_labeler,"""Orang Indonesia beli Toyota, yang dapet cuan banyak Daihatsu.
Mulai dari Avanza, Veloz, Calya, Agya, Rush, Raize, skrg Vios. DITAMBAH ntar Yaris Cross isunya mau pakai platform Daihatsu wkwkwk",netral,manual,1.0
manual_labeler,"Sudah bbrpa bulan beredar, tp belum lihat dijalanan",netral,manual,1.0
manual_labeler,Uda beda banget kan ama vios lama ?,netral,manual,1.0
manual_labeler,Vios tahun berapa ?,netral,manual,1.0
manual_labeler,"""KELEMAHANNYA CUMA 1. HEAD UNIT ATAU MONITOR TV NYA KAYAK TV TABUNG, GENDUT BANGET BELAKANG LAYAR MONITORNYA.

KALO LAYAR MONITOR YG VERSI THAILAND NYA LEBIH ELEGANT, BAGUS KELIATAN MOBIL MAHAL.",negatif,manual,1.0
manual_labeler,"""KELEMAHANNYA CUMA 1. HEAD UNIT ATAU MONITOR TV NYA KAYAK TV TABUNG, GENDUT BANGET BELAKANG LAYAR MONITORNYA.

KALO LAYAR MONITOR YG VERSI THAILAND NYA LEBIH ELEGANT, BAGUS KELIATAN MOBIL MAHAL.",negatif,manual,1.0
manual_labeler,duuuh males pake sedan,negatif,manual,1.0
manual_labeler,TRD = Toyota Rasa Daihatsu,negatif,manual,1.0
manual_labeler,"Saya baru beli vios 2023 G TSS, tapi ga tau caranya untuk connect ke apple CarPlay wireless :(",netral,manual,1.0
manual_labeler,Daihatsu Classy reborn,negatif,manual,1.0
manual_labeler,"Kayaknya yariz next gen bakalan mirip kayak vios ini depannya, Secara dr dulu vios selalu mirip sama yariz. Bedanya cuman vios sedan yariz hatchback.",negatif,manual,1.0
manual_labeler,Speedometernya saat start up engine malah lebih bagus daripada innova zenix Q hybrid karena dikasih animation sementara innova terbaru malah disunat animationnya. Tapi sayang gak ada fog lamp ya sama spion belum auto diming bahkan utk sampai G TSS. Mungkin harus tunggu vios GR sport ya biar ada fog lamp,netral,manual,1.0
manual_labeler,buat yg mau beli psti prlu bgian ini..yg gk beli mmg bosan,netral,manual,1.0
manual_labeler,Jadi taksi lg ganih?,netral,manual,1.0
manual_labeler,"bukan ngga keluar bang yang versi taksi, tapi belum keluar aja versi limonya...wkwkwk",netral,manual,1.0
manual_labeler,Kl punya uang ttp pilih hyundai walaupun saat ini ms toyota,negatif,manual,1.0
manual_labeler,Ga ada foglamp,negatif,manual,1.0
manual_labeler,sangat daihatsu lol,negatif,manual,1.0
manual_labeler,"""Analisa pribadi
Karena munculnya avanza dan veloz lebih dahulu daripada vios ini, menurut saya ada beberapa kemiripan desain dan fitur
1. Gril radiator super besar di depan= mirip avanza
2. Garis super panjang yang ditarik dari lampu depan hingga lampu belakang melewati handle pintu= mirip avanza dan veloz
3. Setir = mirip avanza dan veloz
4. Fitur tss= mirip veloz tss
5. Transmisi= mirip avanza dan veloz
6. Rem parkir elektrik= mirip veloz
7. 2 usb port baris ke 2= mirip avanza dan veloz
8. Mesin= mirip avanza dan veloz
9. Platform TNGA = mirip avanza dan veloz
10. Varian = mirip avanza
11. Panel ac = mirip veloz (ada penambahan arah semburan ke kaki)
12. Cuff holder kiri depan = mirip avanza",negatif,manual,1.0
manual_labeler,sadar gaksi kalo headunitny sama kek zenix g,negatif,manual,1.0
manual_labeler,Garis bodynya mirip civic turbo,negatif,manual,1.0
manual_labeler,Gila harga segitu sun visor masi polos di sisi penumpang depan....ckckck,negatif,manual,1.0
manual_labeler,Mirip MG5,negatif,manual,1.0
manual_labeler,serius broooo?????,netral,manual,1.0
manual_labeler,Kode mesinnya apa Om?,netral,manual,1.0
manual_labeler,Ini mesinnya sama dg avxen atau beda ?,netral,manual,1.0
manual_labeler,Fix toyota camry low budget sih .... (Bagi gw),negatif,manual,1.0
manual_labeler,"""TOYOTA SELALU GAGAL MEMBUAT GRIL DEPAN YANG MEWAH..

GRIL NYA JELEEKKK..",negatif,manual,1.0
manual_labeler,"""masih lebih menang altis lah bro, ada armrest belakang, vanity mirror lengkap sama ada hud juga diatas speedometer, tirai belakang, jok elektrik, jok kulit full, dan tampilan lebih mewah

diliat dulu speknya sebelum komen 🙏",negatif,manual,1.0
manual_labeler,Blokkkkk,negatif,manual,1.0
manual_labeler,Cabe aja mahal  apalagi mobil.... wkwkwkwk,negatif,manual,1.0
manual_labeler,Semoga ada versi hybridnya,netral,manual,1.0
manual_labeler,Brpa yaa harga baru nya,netral,manual,1.0
manual_labeler,Inilah daihatsu classy yang sebenarnya,negatif,manual,1.0
manual_labeler,Kalah power aja kali ya dgn Bu Siti,negatif,manual,1.0
manual_labeler,"""Tentunya belum

Tapi ada saja sdh lumayan sebenarnya.",netral,manual,1.0
manual_labeler,MG 5 lebih keren,negatif,manual,1.0
manual_labeler,Masih kurang oke..gak tau kalau liat aslinya..,negatif,manual,1.0
manual_labeler,"Transmisi cvt model tiptronik???,,,wakakakakak,, fungsinya apa??,,agar responsif???? 🤣🤣🤣🤣🤣🤣🤣🤣🤣",negatif,manual,1.0
manual_labeler,"kaya nya penjualan nya ga bakal bagus deh, type vios udah trademark banget sama armada taxi..",negatif,manual,1.0
manual_labeler,"Generasi keduanya malah lebih jelek nggak sih, yaris banget",negatif,manual,1.0
manual_labeler,"""Desain depannya """"wagu"""" & kaku plus garis-garisnya ga nyambung,tabrakan👎😌",negatif,manual,1.0
manual_labeler,"kn itu masalah teknis doang,misal jika temperatur melebihi setengah katakanlah 100 C maka itu udh overheat dan mobil harus dimatikan,ya disensor yg make lampu jg gtu kok,kl udh ngebaca suhu diatas normal dia nyala,sama aja kok cuma dibikin lebih modern dan trlihat minimalis aja di speedometernya",netral,manual,1.0
@Minepixeler24,Keren sih di harga Rp300jt-an sudah dapat mobil sedan 👍.,positif,prediksi_indobert,0.989954948425293
@siCupuu,Mudah-mudahan harga jual Daihatsu juga tinggi setara Toyota ya. 😊,positif,prediksi_indobert,0.5103115439414978
@Ayu-Wardhani,Gw udah pake tapi si Om nya nge review banyakan kata TAPI nya berarti negative. Kalo aku yg udah 4 bulan pake wokeh banget. Masak sih ganti ganti screen bisa kapan aja malah ga bahaya kalo nyupir pencet pencet g fokus jadi nya.,netral,prediksi_indobert,0.8981252312660217
@ariyopanji905,"Vios bukan bikin Daihatsu min,,,tapi Assb...",negatif,prediksi_indobert,0.7351565361022949
@mr.reject6959,Latihan ngmong dlu bos. Bngung gw nangkep suara lu tiap ujung kalimat.,negatif,prediksi_indobert,0.9126980900764465
@imcat8733,"kaum mendang mending seperti saya,kalo punya duit segtu lebih baik sih covic pajero dan masih bnyk pilihan lain walaupun dgn kondisi second",negatif,prediksi_indobert,0.8352057933807373
@jualanyuk2023,Beli wuling Alvez saja sudah cukup. Kalau pingin enak ya pakai sopir penumpang tggl duduk makan dan tidur.,negatif,prediksi_indobert,0.4716692268848419
@ryankriswandana5180,keren sihh tp vios gen 3 udh bersyukur bgt bisa jadi kendaraan harian,positif,prediksi_indobert,0.9911589026451111
@ppprilo0o,olenggg mau vios ini atau city sedan😭😫😫,positif,prediksi_indobert,0.9298287630081177
@christophorusnicholasadria7648,TRD (Toyota Rakitan Daihatsu),negatif,prediksi_indobert,0.9823217391967773
@ngoprekaja1797,"tipe ini lagi kena skandal tes crash, kenapa vios baru ga dibuat ama toyota langsung lagi 😒",negatif,prediksi_indobert,0.7468516826629639
@MakmurJaya-mi5qv,"Vios lawas kokoh ditikungan tidak oleng, yg baru belum pernah bawa",negatif,prediksi_indobert,0.8213624358177185
@kholilurrohman2944,Sebenernya iya sebener nya,negatif,prediksi_indobert,0.9352757334709167
@fadhil.nurilman,kemaren ketemu mobil ini hampir kegocek kirain civic,negatif,prediksi_indobert,0.9149208068847656
@wibowoadiwinata3766,klo namanya bukan vios. bklan lbih bnyk yg beli,netral,prediksi_indobert,0.7682148218154907
@dayanarung,Cocok untuk taksi online,positif,prediksi_indobert,0.9572513699531555
@fitrahagungsabdapamungkas1410,"Bahasa Design Toyota sekarang cakep bgt, Dikelasnya Vios lumayan oke proporsinya.",positif,prediksi_indobert,0.9827046990394592
@muhammadamirudin4839,Mau tanya deh. Tempatnya kaua kenal kaya di Bintaro atau BSD suasananya,positif,prediksi_indobert,0.6304652690887451
@channelnyasidul1593,Sedan paling reasonable,negatif,prediksi_indobert,0.8263338804244995
